Data File	C:\Users\User\Documents\OmniSEC Data\System 1\Standards_and_Kreith_June2020\2020-06-23_18;45;05_PEO_Std_green_01.vdt
Sample ID	PEO_Std_green
Method File Name	calibration_june_2020_2-0001.vcm
Date Acquired	Jun 23, 2020 - 18:45:05
Solvent	water+NaN3+NaNO3
Operator	admin : Administrator
Column Set	A6000M+A4000
System	System 1
Flow Rate (ml/min)	 0.700
Inj. Vol. (ul)	100.000
Vol. Inc. (ml)	0.00233
Det. Temp (Deg C)	30.000
Col. Temp (Deg C)	30.000

Ret. Vol.	RI	RALS	LALS	IV - DP	IV -  IP	Adjusted RI	Adjusted RALS	Adjusted LALS	Adjusted IV - DP	Adjusted IV -  IP
21,93333	-230,583	25,681	87,115	-83,880	44,11755					
21,93567	-236,717	25,666	87,115	-83,972	44,11938					
21,93800	-242,943	25,666	87,146	-84,063	44,11878					
21,94033	-249,199	25,727	87,237	-84,170	44,11817					
21,94267	-255,547	25,712	87,222	-84,231	44,11512					
21,94500	-261,925	25,666	87,222	-84,307	44,11084					
21,94733	-268,319	25,697	87,222	-84,399	44,10474					
21,94967	-274,758	25,712	87,207	-84,475	44,09986					
21,95200	-281,182	25,697	87,161	-84,536	44,09619					
21,95433	-287,622	25,773	87,161	-84,643	44,09192					
21,95667	-294,092	25,819	87,130	-84,689	44,08887					
21,95900	-300,592	25,819	87,146	-84,750	44,08582					
21,96133	-307,062	25,758	87,176	-84,841	44,08093					
21,96367	-313,562	25,727	87,146	-84,948	44,07544					
21,96600	-320,002	25,636	87,054	-85,025	44,07300					
21,96833	-326,441	25,620	87,024	-85,162	44,07056					
21,97067	-332,865	25,605	86,993	-85,299	44,07239					
21,97300	-339,305	25,590	86,886	-85,360	44,07483					
21,97533	-345,714	25,559	86,901	-85,421	44,07727					
21,97767	-352,138	25,559	86,932	-85,528	44,07788					
21,98000	-358,501	25,559	86,917	-85,620	44,07971					
21,98233	-364,834	25,559	86,901	-85,681	44,07911					
21,98467	-371,105	25,636	86,947	-85,772	44,07911					
21,98700	-377,346	25,697	86,962	-85,879	44,08094					
21,98933	-383,541	25,742	87,008	-85,955	44,08521					
21,99167	-389,706	25,742	87,039	-86,062	44,08826					
21,99400	-395,764	25,697	87,085	-86,154	44,08948					
21,99633	-401,791	25,651	87,146	-86,306	44,09253					
21,99867	-407,727	25,636	87,176	-86,413	44,09375					
22,00100	-413,602	25,651	87,146	-86,505	44,09314					
22,00333	-419,355	25,666	87,191	-86,550	44,09375					
22,00567	-425,077	25,712	87,252	-86,657	44,09619					
22,00800	-430,692	25,712	87,268	-86,749	44,09680					
22,01033	-436,201	25,712	87,268	-86,840	44,09742					
22,01267	-441,633	25,697	87,329	-86,932	44,09986					
22,01500	-446,974	25,681	87,374	-87,024	44,10108					
22,01733	-452,177	25,620	87,298	-87,115	44,10169					
22,01967	-457,289	25,651	87,237	-87,146	44,10169					
22,02200	-462,294	25,651	87,207	-87,207	44,10107					
22,02433	-467,193	25,620	87,207	-87,298	44,09985					
22,02667	-471,984	25,620	87,130	-87,359	44,09985					
22,02900	-476,638	25,666	87,146	-87,420	44,10047					
22,03133	-481,170	25,651	87,115	-87,481	44,10352					
22,03367	-485,580	25,620	87,100	-87,573	44,10596					
22,03600	-489,837	25,620	87,039	-87,619	44,10779					
22,03833	-493,957	25,590	87,039	-87,649	44,11084					
22,04067	-497,986	25,575	87,024	-87,695	44,11145					
22,04300	-501,907	25,529	87,039	-87,741	44,11084					
22,04533	-505,661	25,544	87,039	-87,771	44,11206					
22,04767	-509,308	25,513	87,039	-87,817	44,11451					
22,05000	-512,787	25,529	87,039	-87,893	44,11511					
22,05233	-516,114	25,498	87,024	-87,970	44,11816					
22,05467	-519,242	25,544	87,024	-88,061	44,12000					
22,05700	-522,294	25,529	86,993	-88,092	44,12122					
22,05933	-525,178	25,544	86,947	-88,153	44,12122					
22,06167	-527,955	25,483	86,871	-88,229	44,12000					
22,06400	-530,580	25,498	86,856	-88,229	44,11694					
22,06633	-533,082	25,468	86,840	-88,275	44,11390					
22,06867	-535,386	25,468	86,856	-88,305	44,11023					
22,07100	-537,538	25,468	86,886	-88,305	44,10657					
22,07333	-539,537	25,483	86,917	-88,351	44,10229					
22,07567	-541,398	25,529	86,947	-88,427	44,09863					
22,07800	-543,077	25,529	86,962	-88,473	44,09497					
22,08033	-544,649	25,498	86,978	-88,504	44,09070					
22,08267	-546,083	25,529	86,947	-88,565	44,08765					
22,08500	-547,334	25,605	86,962	-88,610	44,08765					
22,08733	-548,448	25,544	86,871	-88,641	44,08826					
22,08967	-549,471	25,529	86,840	-88,656	44,09070					
22,09200	-550,340	25,575	86,810	-88,702	44,09375					
22,09433	-551,027	25,575	86,871	-88,733	44,09680					
22,09667	-551,607	25,544	86,856	-88,687	44,09741					
22,09900	-552,065	25,544	86,901	-88,717	44,09680					
22,10133	-552,324	25,590	86,901	-88,733	44,09436					
22,10367	-552,461	25,590	86,932	-88,778	44,09253					
22,10600	-552,507	25,590	86,917	-88,794	44,09131					
22,10833	-552,446	25,590	86,978	-88,824	44,09009					
22,11067	-552,202	25,651	87,039	-88,748	44,09192					
22,11300	-551,866	25,651	87,100	-88,733	44,09314					
22,11533	-551,393	25,605	87,115	-88,687	44,09375					
22,11767	-550,737	25,559	87,146	-88,656	44,09192					
22,12000	-549,974	25,575	87,054	-88,656	44,09009					
22,12233	-549,104	25,498	86,978	-88,687	44,08765					
22,12467	-548,128	25,468	86,901	-88,672	44,08765					
22,12700	-546,999	25,498	86,886	-88,656	44,08765					
22,12933	-545,793	25,575	86,840	-88,626	44,08948					
22,13167	-544,481	25,544	86,901	-88,595	44,09314					
22,13400	-543,046	25,605	86,901	-88,595	44,09497					
22,13633	-541,490	25,666	86,947	-88,641	44,09497					
22,13867	-539,857	25,697	86,947	-88,641	44,09558					
22,14100	-538,133	25,651	87,039	-88,610	44,09619					
22,14333	-536,241	25,697	87,054	-88,595	44,09680					
22,14567	-534,318	25,697	87,146	-88,595	44,09863					
22,14800	-532,289	25,651	87,191	-88,519	44,10108					
22,15033	-530,168	25,620	87,222	-88,519	44,10474					
22,15267	-527,924	25,620	87,207	-88,549	44,10657					
22,15500	-525,651	25,559	87,237	-88,534	44,10779					
22,15733	-523,209	25,575	87,283	-88,488	44,10840					
22,15967	-520,737	25,590	87,268	-88,412	44,10840					
22,16200	-518,159	25,620	87,298	-88,336	44,10840					
22,16433	-515,534	25,575	87,268	-88,275	44,10779					
22,16667	-512,818	25,544	87,252	-88,260	44,10779					
22,16900	-510,056	25,529	87,176	-88,214	44,10840					
22,17133	-507,187	25,544	87,222	-88,229	44,10901					
22,17367	-504,288	25,529	87,115	-88,214	44,10840					
22,17600	-501,343	25,575	87,039	-88,183	44,10901					
22,17833	-498,306	25,636	87,008	-88,092	44,10901					
22,18067	-495,224	25,666	87,024	-88,061	44,10718					
22,18300	-492,096	25,590	86,932	-88,031	44,10596					
22,18533	-488,891	25,544	86,962	-87,985	44,10474					
22,18767	-485,641	25,559	86,993	-87,985	44,10413					
22,19000	-482,376	25,559	86,932	-88,000	44,10291					
22,19233	-479,034	25,529	86,871	-87,954	44,10229					
22,19467	-475,646	25,575	86,825	-87,924	44,10107					
22,19700	-472,213	25,559	86,840	-87,924	44,10107					
22,19933	-468,688	25,544	86,856	-87,863	44,09863					
22,20167	-465,148	25,559	86,779	-87,832	44,09863					
22,20400	-461,592	25,513	86,764	-87,817	44,09985					
22,20633	-458,022	25,483	86,734	-87,771	44,10168					
22,20867	-454,421	25,513	86,718	-87,695	44,10291					
22,21100	-450,835	25,529	86,688	-87,695	44,10718					
22,21333	-447,172	25,529	86,734	-87,649	44,10840					
22,21567	-443,510	25,544	86,718	-87,619	44,10840					
22,21800	-439,787	25,575	86,779	-87,588	44,10901					
22,22033	-436,079	25,590	86,734	-87,573	44,10840					
22,22267	-432,325	25,605	86,734	-87,527	44,10779					
22,22500	-428,602	25,544	86,810	-87,497	44,10840					
22,22733	-424,848	25,544	86,886	-87,451	44,10962					
22,22967	-421,094	25,575	86,947	-87,405	44,11206					
22,23200	-417,295	25,620	87,039	-87,344	44,11389					
22,23433	-413,495	25,590	87,146	-87,283	44,11389					
22,23667	-409,650	25,590	87,176	-87,207	44,11328					
22,23900	-405,835	25,559	87,191	-87,146	44,11390					
22,24133	-401,975	25,529	87,130	-87,085	44,11206					
22,24367	-398,144	25,513	87,100	-87,069	44,11328					
22,24600	-394,299	25,544	87,069	-87,039	44,11573					
22,24833	-390,500	25,590	87,054	-87,024	44,11878					
22,25067	-386,700	25,666	86,962	-86,962	44,12183					
22,25300	-382,946	25,666	86,978	-86,962	44,12366					
22,25533	-379,162	25,666	86,978	-86,901	44,12366					
22,25767	-375,393	25,666	86,947	-86,840	44,12305					
22,26000	-371,624	25,666	86,917	-86,810	44,12183					
22,26233	-367,809	25,651	86,978	-86,856	44,11938					
22,26467	-364,010	25,681	86,978	-86,779	44,12000					
22,26700	-360,240	25,651	86,947	-86,734	44,12122					
22,26933	-356,502	25,651	86,901	-86,703	44,12122					
22,27167	-352,763	25,681	86,932	-86,627	44,12122					
22,27400	-349,071	25,712	86,856	-86,489	44,12122					
22,27633	-345,378	25,727	86,795	-86,428	44,12000					
22,27867	-341,716	25,773	86,764	-86,413	44,11756					
22,28100	-338,084	25,788	86,764	-86,352	44,11756					
22,28333	-334,452	25,758	86,688	-86,306	44,11939					
22,28567	-330,836	25,742	86,734	-86,291	44,11939					
22,28800	-327,280	25,697	86,795	-86,261	44,12122					
22,29033	-323,725	25,681	86,810	-86,154	44,12305					
22,29267	-320,139	25,666	86,764	-86,077	44,12427					
22,29500	-316,614	25,681	86,764	-86,001	44,12244					
22,29733	-313,120	25,651	86,718	-85,955	44,12305					
22,29967	-309,641	25,636	86,703	-85,910	44,12122					
22,30200	-306,177	25,651	86,688	-85,864	44,12061					
22,30433	-302,789	25,651	86,734	-85,818	44,12000					
22,30667	-299,371	25,681	86,718	-85,772	44,12183					
22,30900	-296,014	25,697	86,718	-85,742	44,12183					
22,31133	-292,642	25,742	86,688	-85,696	44,12183					
22,31367	-289,346	25,742	86,749	-85,711	44,12061					
22,31600	-286,065	25,727	86,734	-85,696	44,11817					
22,31833	-282,815	25,651	86,795	-85,650	44,11206					
22,32067	-279,580	25,681	86,856	-85,604	44,10779					
22,32300	-276,421	25,681	86,856	-85,589	44,10474					
22,32533	-273,263	25,666	86,840	-85,528	44,10168					
22,32767	-270,104	25,697	86,901	-85,467	44,09863					
22,33000	-267,037	25,758	86,947	-85,467	44,09863					
22,33233	-263,970	25,712	86,993	-85,406	44,09619					
22,33467	-260,903	25,712	87,069	-85,360	44,09375					
22,33700	-257,881	25,742	87,146	-85,299	44,09070					
22,33933	-254,906	25,712	87,191	-85,269	44,09009					
22,34167	-251,991	25,697	87,207	-85,238	44,08887					
22,34400	-249,062	25,742	87,176	-85,192	44,09009					
22,34633	-246,208	25,742	87,161	-85,131	44,09131					
22,34867	-243,370	25,651	87,146	-85,101	44,09558					
22,35100	-240,593	25,666	87,100	-85,040	44,09803					
22,35333	-237,770	25,620	87,054	-84,994	44,10169					
22,35567	-235,038	25,605	87,054	-84,979	44,10291					
22,35800	-232,322	25,575	87,054	-84,918	44,10474					
22,36033	-229,652	25,636	87,039	-84,872	44,10474					
22,36267	-227,012	25,651	87,039	-84,841	44,10596					
22,36500	-224,418	25,681	87,054	-84,826	44,10596					
22,36733	-221,824	25,681	87,039	-84,780	44,11023					
22,36967	-219,260	25,697	87,008	-84,735	44,11145					
22,37200	-216,742	25,697	86,993	-84,704	44,11328					
22,37433	-214,225	25,712	86,978	-84,674	44,11267					
22,37667	-211,737	25,727	86,978	-84,582	44,11390					
22,37900	-209,326	25,712	87,024	-84,536	44,11145					
22,38133	-206,946	25,773	87,054	-84,536	44,11267					
22,38367	-204,596	25,727	87,039	-84,490	44,11329					
22,38600	-202,261	25,651	87,054	-84,460	44,11573					
22,38833	-199,988	25,590	87,024	-84,445	44,11756					
22,39067	-197,714	25,605	86,978	-84,368	44,12000					
22,39300	-195,471	25,529	86,978	-84,323	44,11939					
22,39533	-193,228	25,575	86,932	-84,292	44,11878					
22,39767	-191,031	25,575	86,962	-84,292	44,11695					
22,40000	-188,879	25,636	86,947	-84,231	44,11512					
22,40233	-186,727	25,590	86,901	-84,216	44,11512					
22,40467	-184,652	25,620	86,886	-84,185	44,11633					
22,40700	-182,592	25,605	86,886	-84,124	44,11694					
22,40933	-180,563	25,681	86,810	-84,063	44,11939					
22,41167	-178,549	25,666	86,810	-84,078	44,11877					
22,41400	-176,611	25,697	86,795	-84,063	44,11694					
22,41633	-174,612	25,697	86,779	-84,033	44,11451					
22,41867	-172,704	25,666	86,840	-84,017	44,11023					
22,42100	-170,812	25,636	86,856	-83,972	44,10474					
22,42333	-168,905	25,651	86,871	-83,895	44,10046					
22,42567	-167,043	25,666	86,886	-83,834	44,09558					
22,42800	-165,242	25,666	86,840	-83,804	44,09131					
22,43033	-163,411	25,712	86,795	-83,789	44,08826					
22,43267	-161,657	25,727	86,779	-83,743	44,08521					
22,43500	-159,932	25,727	86,734	-83,712	44,08215					
22,43733	-158,223	25,742	86,749	-83,712	44,07971					
22,43967	-156,484	25,727	86,810	-83,666	44,07910					
22,44200	-154,820	25,727	86,795	-83,636	44,07971					
22,44433	-153,172	25,681	86,764	-83,590	44,08093					
22,44667	-151,555	25,681	86,764	-83,575	44,08276					
22,44900	-149,968	25,620	86,764	-83,605	44,08521					
22,45133	-148,412	25,590	86,734	-83,590	44,08582					
22,45367	-146,840	25,575	86,718	-83,560	44,08704					
22,45600	-145,283	25,590	86,734	-83,544	44,08521					
22,45833	-143,773	25,590	86,734	-83,514	44,08582					
22,46067	-142,262	25,666	86,764	-83,377	44,08521					
22,46300	-140,828	25,681	86,764	-83,331	44,08459					
22,46533	-139,393	25,712	86,810	-83,316	44,08337					
22,46767	-137,974	25,742	86,840	-83,361	44,08398					
22,47000	-136,540	25,727	86,856	-83,346	44,08276					
22,47233	-135,136	25,697	86,871	-83,377	44,08216					
22,47467	-133,732	25,727	86,886	-83,392	44,08155					
22,47700	-132,374	25,681	86,886	-83,361	44,08216					
22,47933	-131,046	25,681	86,856	-83,300	44,08399					
22,48167	-129,780	25,681	86,886	-83,316	44,08521					
22,48400	-128,483	25,681	86,856	-83,316	44,08765					
22,48633	-127,247	25,681	86,810	-83,239	44,09070					
22,48867	-125,996	25,697	86,795	-83,209	44,09131					
22,49100	-124,744	25,697	86,810	-83,193	44,09131					
22,49333	-123,508	25,697	86,749	-83,163	44,09131					
22,49567	-122,318	25,712	86,764	-83,148	44,09131					
22,49800	-121,113	25,727	86,718	-83,178	44,09070					
22,50033	-119,938	25,697	86,688	-83,178	44,09192					
22,50267	-118,793	25,697	86,612	-83,163	44,09436					
22,50500	-117,634	25,727	86,642	-83,102	44,09741					
22,50733	-116,504	25,712	86,612	-83,056	44,09985					
22,50967	-115,390	25,681	86,627	-83,010	44,10168					
22,51200	-114,307	25,727	86,627	-83,026	44,10413					
22,51433	-113,208	25,712	86,718	-83,026	44,10352					
22,51667	-112,125	25,697	86,703	-83,010	44,10413					
22,51900	-111,103	25,666	86,718	-82,980	44,10535					
22,52133	-110,065	25,651	86,795	-82,965	44,10718					
22,52367	-109,043	25,666	86,825	-82,873	44,10901					
22,52600	-108,051	25,697	86,825	-82,812	44,11267					
22,52833	-107,089	25,651	86,871	-82,827	44,11572					
22,53067	-106,067	25,681	86,871	-82,827	44,11695					
22,53300	-105,121	25,712	86,871	-82,842	44,11695					
22,53533	-104,160	25,697	86,856	-82,888	44,11451					
22,53767	-103,244	25,697	86,840	-82,873	44,11145					
22,54000	-102,298	25,742	86,840	-82,842	44,10779					
22,54233	-101,367	25,727	86,871	-82,827	44,10352					
22,54467	-100,436	25,727	86,871	-82,842	44,10107					
22,54700	-99,521	25,758	86,901	-82,812	44,09802					
22,54933	-98,590	25,758	86,871	-82,827	44,09497					
22,55167	-97,705	25,773	86,764	-82,827	44,09192					
22,55400	-96,835	25,788	86,718	-82,858	44,09009					
22,55633	-95,965	25,803	86,703	-82,797	44,08582					
22,55867	-95,126	25,788	86,673	-82,766	44,08643					
22,56100	-94,317	25,758	86,688	-82,720	44,08765					
22,56333	-93,478	25,697	86,779	-82,736	44,08948					
22,56567	-92,669	25,666	86,779	-82,705	44,09253					
22,56800	-91,861	25,620	86,779	-82,675	44,09619					
22,57033	-91,082	25,605	86,825	-82,690	44,09619					
22,57267	-90,274	25,636	86,871	-82,720	44,09741					
22,57500	-89,511	25,666	86,886	-82,659	44,09802					
22,57733	-88,717	25,697	86,917	-82,614	44,09680					
22,57967	-87,985	25,681	86,901	-82,629	44,09985					
22,58200	-87,222	25,681	86,840	-82,629	44,10230					
22,58433	-86,474	25,651	86,810	-82,614	44,10413					
22,58667	-85,742	25,620	86,795	-82,614	44,10596					
22,58900	-85,070	25,620	86,840	-82,629	44,10718					
22,59133	-84,338	25,666	86,886	-82,629	44,10474					
22,59367	-83,621	25,681	86,962	-82,614	44,10413					
22,59600	-82,919	25,681	86,993	-82,583	44,10474					
22,59833	-82,217	25,773	86,962	-82,614	44,10474					
22,60067	-81,500	25,773	86,917	-82,598	44,10718					
22,60300	-80,798	25,742	86,901	-82,598	44,11206					
22,60533	-80,142	25,727	86,825	-82,568	44,11512					
22,60767	-79,501	25,727	86,840	-82,568	44,11573					
22,61000	-78,829	25,697	86,840	-82,537	44,11756					
22,61233	-78,188	25,681	86,825	-82,476	44,11817					
22,61467	-77,532	25,727	86,764	-82,446	44,11695					
22,61700	-76,876	25,712	86,810	-82,461	44,11695					
22,61933	-76,235	25,712	86,718	-82,461	44,11878					
22,62167	-75,625	25,651	86,779	-82,415	44,12183					
22,62400	-74,984	25,666	86,795	-82,415	44,12488					
22,62633	-74,389	25,666	86,856	-82,354	44,12732					
22,62867	-73,794	25,697	86,810	-82,339	44,12915					
22,63100	-73,183	25,681	86,901	-82,293	44,12793					
22,63333	-72,604	25,773	86,886	-82,308	44,12305					
22,63567	-72,039	25,727	86,901	-82,293	44,11817					
22,63800	-71,444	25,727	86,917	-82,308	44,11145					
22,64033	-70,849	25,712	86,886	-82,278	44,10596					
22,64267	-70,269	25,727	86,825	-82,293	44,10169					
22,64500	-69,689	25,651	86,795	-82,293	44,09803					
22,64733	-69,109	25,697	86,764	-82,339	44,09253					
22,64967	-68,560	25,681	86,749	-82,324	44,08765					
22,65200	-68,026	25,651	86,795	-82,293	44,08277					
22,65433	-67,492	25,651	86,810	-82,324	44,07850					
22,65667	-66,958	25,697	86,840	-82,324	44,07727					
22,65900	-66,439	25,697	86,825	-82,293	44,07605					
22,66133	-65,889	25,712	86,810	-82,278	44,07849					
22,66367	-65,386	25,727	86,840	-82,293	44,08093					
22,66600	-64,867	25,697	86,840	-82,247	44,08337					
22,66833	-64,348	25,697	86,840	-82,202	44,08337					
22,67067	-63,845	25,620	86,840	-82,186	44,08704					
22,67300	-63,417	25,605	86,856	-82,217	44,08704					
22,67533	-62,868	25,620	86,871	-82,263	44,08704					
22,67767	-62,365	25,681	86,856	-82,263	44,08826					
22,68000	-61,876	25,681	86,825	-82,293	44,09070					
22,68233	-61,388	25,773	86,886	-82,293	44,09192					
22,68467	-60,884	25,788	86,886	-82,278	44,09436					
22,68700	-60,427	25,803	86,901	-82,217	44,09680					
22,68933	-59,954	25,773	86,993	-82,217	44,09803					
22,69167	-59,496	25,727	87,085	-82,186	44,09803					
22,69400	-59,053	25,681	87,085	-82,156	44,09803					
22,69633	-58,565	25,681	87,130	-82,171	44,09803					
22,69867	-58,138	25,697	87,130	-82,141	44,09863					
22,70100	-57,726	25,697	87,085	-82,141	44,10229					
22,70333	-57,268	25,742	87,039	-82,110	44,10535					
22,70567	-56,810	25,773	87,024	-82,110	44,10901					
22,70800	-56,368	25,758	87,024	-82,125	44,11267					
22,71033	-55,895	25,712	87,024	-82,125	44,11451					
22,71267	-55,422	25,727	87,024	-82,110	44,11390					
22,71500	-55,010	25,712	87,024	-82,095	44,11512					
22,71733	-54,552	25,727	87,008	-82,095	44,11390					
22,71967	-54,125	25,742	86,993	-82,064	44,11451					
22,72200	-53,713	25,788	86,978	-82,110	44,11573					
22,72433	-53,285	25,788	86,978	-82,095	44,11695					
22,72667	-52,873	25,788	86,993	-82,110	44,11634					
22,72900	-52,477	25,758	87,024	-82,110	44,11634					
22,73133	-52,095	25,742	87,008	-82,080	44,11328					
22,73367	-51,698	25,697	87,024	-82,064	44,11023					
22,73600	-51,332	25,681	87,008	-82,095	44,10535					
22,73833	-50,905	25,651	87,024	-82,125	44,10291					
22,74067	-50,508	25,681	86,978	-82,156	44,10046					
22,74300	-50,127	25,681	86,962	-82,171	44,10046					
22,74533	-49,760	25,712	86,901	-82,141	44,09802					
22,74767	-49,379	25,666	86,917	-82,110	44,09619					
22,75000	-48,997	25,712	86,886	-82,064	44,09314					
22,75233	-48,631	25,681	86,947	-82,034	44,09253					
22,75467	-48,235	25,681	86,993	-82,110	44,09070					
22,75700	-47,838	25,620	87,054	-82,156	44,09253					
22,75933	-47,441	25,620	87,054	-82,125	44,09436					
22,76167	-47,090	25,590	87,054	-82,125	44,09680					
22,76400	-46,739	25,620	87,008	-82,141	44,09802					
22,76633	-46,358	25,636	86,993	-82,049	44,09985					
22,76867	-46,022	25,681	86,947	-81,988	44,09985					
22,77100	-45,656	25,727	86,932	-81,988	44,10047					
22,77333	-45,274	25,742	86,932	-82,003	44,10107					
22,77567	-44,908	25,712	86,962	-82,003	44,10169					
22,77800	-44,603	25,697	86,962	-82,018	44,10291					
22,78033	-44,252	25,712	87,008	-82,034	44,10535					
22,78267	-43,947	25,712	87,024	-82,064	44,10718					
22,78500	-43,641	25,712	87,054	-82,049	44,10840					
22,78733	-43,321	25,727	87,039	-82,003	44,10840					
22,78967	-42,970	25,742	87,039	-81,988	44,10718					
22,79200	-42,619	25,697	87,008	-81,973	44,10535					
22,79433	-42,283	25,697	87,039	-81,881	44,10474					
22,79667	-41,963	25,712	87,024	-81,851	44,10413					
22,79900	-41,643	25,742	87,069	-81,835	44,10352					
22,80133	-41,337	25,742	87,085	-81,774	44,10474					
22,80367	-41,032	25,803	87,100	-81,744	44,10474					
22,80600	-40,742	25,819	87,039	-81,774	44,10352					
22,80833	-40,422	25,849	87,039	-81,744	44,10291					
22,81067	-40,132	25,834	86,978	-81,759	44,10230					
22,81300	-39,827	25,849	86,993	-81,790	44,10107					
22,81533	-39,552	25,834	86,947	-81,759	44,10107					
22,81767	-39,216	25,849	86,962	-81,729	44,10291					
22,82000	-38,926	25,803	86,962	-81,759	44,10413					
22,82233	-38,606	25,803	86,993	-81,744	44,10657					
22,82467	-38,331	25,788	86,947	-81,729	44,10779					
22,82700	-38,057	25,697	87,054	-81,729	44,10718					
22,82933	-37,767	25,651	87,115	-81,744	44,10474					
22,83167	-37,507	25,605	87,161	-81,729	44,10108					
22,83400	-37,248	25,590	87,146	-81,729	44,09436					
22,83633	-36,943	25,544	87,130	-81,729	44,08826					
22,83867	-36,592	25,575	87,054	-81,774	44,08337					
22,84100	-36,317	25,620	87,008	-81,790	44,07910					
22,84333	-36,012	25,651	86,932	-81,805	44,07361					
22,84567	-35,722	25,773	87,008	-81,790	44,07056					
22,84800	-35,432	25,773	87,085	-81,774	44,06628					
22,85033	-35,218	25,834	87,085	-81,774	44,06384					
22,85267	-34,944	25,788	87,069	-81,744	44,06201					
22,85500	-34,700	25,834	87,100	-81,759	44,06323					
22,85733	-34,440	25,727	86,993	-81,713	44,06384					
22,85967	-34,211	25,773	86,962	-81,713	44,06689					
22,86200	-33,937	25,742	86,993	-81,683	44,06995					
22,86433	-33,692	25,727	86,962	-81,729	44,07300					
22,86667	-33,418	25,712	86,932	-81,683	44,07422					
22,86900	-33,158	25,666	86,932	-81,759	44,07544					
22,87133	-32,899	25,666	86,932	-81,744	44,07605					
22,87367	-32,670	25,681	86,917	-81,729	44,07544					
22,87600	-32,441	25,712	86,993	-81,698	44,07422					
22,87833	-32,197	25,712	86,947	-81,622	44,07544					
22,88067	-31,953	25,758	87,024	-81,576	44,07727					
22,88300	-31,709	25,758	87,008	-81,591	44,07727					
22,88533	-31,434	25,712	87,024	-81,622	44,07727					
22,88767	-31,175	25,727	86,993	-81,576	44,07666					
22,89000	-30,961	25,666	87,054	-81,668	44,07727					
22,89233	-30,717	25,636	87,024	-81,652	44,07910					
22,89467	-30,473	25,636	87,008	-81,622	44,08154					
22,89700	-30,259	25,681	87,008	-81,576	44,08582					
22,89933	-30,030	25,666	87,008	-81,576	44,09009					
22,90167	-29,786	25,697	87,039	-81,515	44,09253					
22,90400	-29,572	25,712	87,024	-81,515	44,09497					
22,90633	-29,344	25,712	87,024	-81,500	44,09741					
22,90867	-29,115	25,712	87,008	-81,469	44,09802					
22,91100	-28,916	25,727	87,024	-81,469	44,09925					
22,91333	-28,703	25,742	86,962	-81,484	44,10047					
22,91567	-28,504	25,773	86,978	-81,500	44,10169					
22,91800	-28,321	25,773	86,978	-81,515	44,10413					
22,92033	-28,123	25,727	87,024	-81,530	44,10657					
22,92267	-27,909	25,727	86,962	-81,545	44,10901					
22,92500	-27,696	25,727	86,993	-81,530	44,11023					
22,92733	-27,467	25,712	87,008	-81,530	44,10901					
22,92967	-27,284	25,712	87,008	-81,500	44,10596					
22,93200	-27,070	25,712	87,008	-81,530	44,10352					
22,93433	-26,872	25,712	87,069	-81,500	44,09985					
22,93667	-26,673	25,727	87,100	-81,545	44,09619					
22,93900	-26,490	25,712	87,100	-81,515	44,09192					
22,94133	-26,261	25,712	87,100	-81,561	44,09009					
22,94367	-26,093	25,773	87,024	-81,561	44,08643					
22,94600	-25,925	25,788	87,039	-81,622	44,08338					
22,94833	-25,727	25,788	87,039	-81,606	44,08093					
22,95067	-25,544	25,758	87,008	-81,606	44,08093					
22,95300	-25,376	25,773	87,008	-81,637	44,07910					
22,95533	-25,178	25,773	87,100	-81,576	44,07971					
22,95767	-24,949	25,758	87,085	-81,530	44,08154					
22,96000	-24,781	25,742	87,069	-81,515	44,08337					
22,96233	-24,583	25,803	87,069	-81,530	44,08459					
22,96467	-24,384	25,742	87,100	-81,469	44,08643					
22,96700	-24,216	25,742	87,054	-81,500	44,08765					
22,96933	-24,064	25,742	87,085	-81,484	44,08948					
22,97167	-23,881	25,742	87,054	-81,500	44,09192					
22,97400	-23,698	25,727	87,100	-81,484	44,09620					
22,97633	-23,515	25,773	87,100	-81,454	44,09986					
22,97867	-23,331	25,788	87,115	-81,439	44,10352					
22,98100	-23,148	25,773	87,161	-81,484	44,10718					
22,98333	-22,950	25,773	87,252	-81,454	44,10840					
22,98567	-22,797	25,773	87,222	-81,469	44,10779					
22,98800	-22,645	25,773	87,237	-81,484	44,10718					
22,99033	-22,477	25,712	87,222	-81,439	44,10718					
22,99267	-22,324	25,727	87,146	-81,439	44,10474					
22,99500	-22,187	25,727	87,100	-81,469	44,10474					
22,99733	-22,019	25,697	87,146	-81,439	44,10535					
22,99967	-21,867	25,651	87,100	-81,484	44,10718					
23,00200	-21,699	25,697	87,100	-81,530	44,10840					
23,00433	-21,516	25,697	87,085	-81,484	44,10840					
23,00667	-21,363	25,712	87,085	-81,439	44,10779					
23,00900	-21,210	25,727	87,024	-81,423	44,10779					
23,01133	-21,012	25,758	87,069	-81,347	44,10596					
23,01367	-20,875	25,758	87,069	-81,378	44,10413					
23,01600	-20,737	25,758	87,100	-81,408	44,10657					
23,01833	-20,585	25,758	87,054	-81,439	44,10901					
23,02067	-20,417	25,758	87,054	-81,469	44,11023					
23,02300	-20,310	25,773	87,024	-81,500	44,11451					
23,02533	-20,142	25,773	87,008	-81,484	44,11756					
23,02767	-19,990	25,788	87,008	-81,454	44,11878					
